State,Year,Population.12-17,Population.18-25,Population.26+,Totals.Alcohol.Use Disorder Past Year.12-17,Rates.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.12-17,Totals.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Marijuana.New Users.12-17,Rates.Marijuana.New Users.12-17,Totals.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.12-17,Totals.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.12-17
New Jersey,2008,702953,871610,5658877,26,0.037087,107,3246,0.151727,53,0.075893,7,0.010376,34,0.048922,43,0.061623,82,0.116308,69,0.098078
New Mexico,2008,163513,227941,1230799,11,0.06638,26,616,0.156238,16,0.100552,2,0.012966,10,0.078446,15,0.092468,28,0.168275,21,0.128212
New York,2008,1535172,2262614,12574826,82,0.053117,258,7365,0.168298,126,0.08215,17,0.010861,81,0.060525,131,0.085013,228,0.148748,165,0.10734
North Carolina,2008,727969,947518,5878891,25,0.033999,93,2939,0.128268,67,0.091557,7,0.009289,41,0.062377,52,0.071924,98,0.134145,87,0.120086
North Dakota,2008,48559,88745,395073,3,0.052888,9,235,0.189776,5,0.104164,1,0.010491,2,0.04282,2,0.050577,5,0.094171,7,0.134645
Ohio,2008,939669,1213022,7401492,49,0.05188,141,4003,0.149916,103,0.109279,10,0.010244,46,0.05593,72,0.076319,122,0.129723,133,0.141104
Oklahoma,2008,293240,409494,2253581,15,0.049625,41,1066,0.138606,33,0.11315,3,0.011389,14,0.048654,18,0.062312,37,0.126922,40,0.137837
Oregon,2008,292301,386957,2507377,18,0.063266,52,1594,0.177487,30,0.103206,4,0.012327,18,0.078746,25,0.086555,54,0.18336,44,0.149435
Pennsylvania,2008,980441,1342616,8192882,41,0.042148,164,4737,0.167318,109,0.111335,11,0.010849,48,0.053672,71,0.071946,126,0.128691,136,0.138438
Rhode Island,2008,81128,127468,679594,4,0.048641,15,427,0.182873,6,0.079283,1,0.012796,5,0.071963,7,0.090916,13,0.163145,8,0.103014
South Carolina,2008,356186,469765,2872669,14,0.039765,44,1402,0.124504,34,0.095164,3,0.008335,16,0.047737,20,0.055453,42,0.117493,42,0.117751
South Dakota,2008,64983,90798,500732,4,0.067374,10,305,0.158483,7,0.114266,1,0.009518,3,0.051693,4,0.066119,8,0.120516,10,0.149371
Tennessee,2008,494043,622376,4049989,16,0.032775,56,1732,0.113851,48,0.096913,5,0.009327,20,0.041055,26,0.051871,52,0.105233,62,0.124621
Texas,2008,2113980,2737418,14523007,98,0.046258,298,7483,0.140854,173,0.081707,25,0.011597,99,0.052017,129,0.061057,238,0.112409,212,0.1001
Utah,2008,252460,376060,1500232,8,0.033107,17,461,0.067317,14,0.053873,3,0.011627,11,0.039417,12,0.047849,25,0.097289,17,0.067168
Vermont,2008,47705,68523,419240,2,0.049236,9,264,0.183951,4,0.08733,1,0.012247,3,0.07372,5,0.097333,8,0.166709,6,0.126566
Virginia,2008,604833,835958,4928699,31,0.050702,79,2653,0.130986,58,0.095587,6,0.010241,32,0.059806,38,0.06331,83,0.13796,71,0.117381
Washington,2008,522369,685351,4262578,25,0.047439,73,2581,0.140316,46,0.088948,6,0.012003,25,0.056826,40,0.077353,80,0.152379,62,0.118667
West Virginia,2008,132189,176668,1229556,6,0.044535,17,475,0.132275,17,0.131388,1,0.010502,7,0.053306,8,0.057434,16,0.12051,22,0.168818
Wisconsin,2008,450304,615402,3632151,24,0.054253,84,2376,0.186235,48,0.105728,5,0.011895,24,0.061569,32,0.071997,62,0.137144,58,0.128833
Wyoming,2008,42168,60175,339021,3,0.069572,7,195,0.17061,5,0.125984,0,0.011269,2,0.064722,3,0.07553,6,0.141906,8,0.184096
Alabama,2009,375942,515510,2993410,16,0.042954,46,1359,0.121178,34,0.090082,3,0.006722,16,0.045413,22,0.057453,41,0.107952,45,0.118858
Alaska,2009,58753,81679,414553,3,0.049068,8,237,0.136673,5,0.081975,1,0.00882,3,0.068671,5,0.086358,9,0.161058,8,0.13265
Arizona,2009,538672,698979,4111148,26,0.048839,73,2112,0.136111,53,0.099163,6,0.011118,28,0.063267,41,0.075801,81,0.150123,62,0.115228
Arkansas,2009,231881,301928,1833369,11,0.045373,33,778,0.142648,24,0.103004,2,0.008511,10,0.050029,15,0.06384,28,0.118863,32,0.137589
California,2009,3101979,4325900,22773074,167,0.053891,434,12132,0.139948,212,0.068269,40,0.012775,185,0.068778,267,0.085956,493,0.15884,281,0.090573
Colorado,2009,381533,549726,3192744,22,0.056775,67,2135,0.176615,33,0.087749,4,0.0115,28,0.093085,38,0.099088,73,0.190516,47,0.123728
Connecticut,2009,283906,375156,2285109,14,0.048163,50,1439,0.177511,25,0.087649,3,0.010376,17,0.072289,25,0.088613,48,0.167662,31,0.108097
Delaware,2009,67805,94200,572665,3,0.047576,11,342,0.161389,6,0.093076,1,0.008683,4,0.072456,6,0.084937,11,0.16708,8,0.125345
District of Columbia,2009,34683,86622,392811,1,0.033187,5,249,0.140908,2,0.065342,0,0.003803,2,0.07527,3,0.093062,6,0.166591,3,0.090815
Florida,2009,1336737,1850052,12361513,59,0.044363,192,6642,0.143584,106,0.079489,12,0.008769,68,0.056871,92,0.06916,189,0.141027,139,0.104279
Georgia,2009,820145,1050786,6022823,30,0.036474,116,3068,0.141985,76,0.092514,6,0.006837,42,0.060873,53,0.064219,109,0.132498,95,0.115226
Hawaii,2009,91104,131160,827725,5,0.054901,12,412,0.129236,7,0.071648,1,0.008722,4,0.068462,7,0.078972,13,0.138598,9,0.100392
Idaho,2009,131965,171302,939631,7,0.052252,17,479,0.131468,12,0.088538,1,0.010319,7,0.057095,10,0.076283,18,0.139578,16,0.118548
Illinois,2009,1053276,1460312,8097288,43,0.041126,145,4634,0.13747,91,0.086743,9,0.008586,52,0.056662,79,0.075303,141,0.134033,115,0.109354
Indiana,2009,525525,701086,4047093,23,0.044075,67,2117,0.127022,49,0.094102,5,0.008991,27,0.056354,35,0.066832,65,0.123777,64,0.122231
Iowa,2009,236022,350071,1908202,13,0.054367,41,1123,0.172996,26,0.108343,3,0.011157,13,0.059671,16,0.069401,31,0.131297,31,0.13328
Kansas,2009,226545,330970,1730522,12,0.053515,36,1026,0.156881,24,0.106369,2,0.0107,12,0.05609,15,0.064218,29,0.125879,31,0.134777
Kentucky,2009,334420,446645,2781361,14,0.040812,44,1126,0.13025,37,0.110145,4,0.010498,16,0.051507,18,0.054407,37,0.111905,50,0.150376
Louisiana,2009,367519,527254,2756163,12,0.033993,55,1341,0.150719,32,0.086929,3,0.007203,15,0.041064,19,0.052811,39,0.105543,40,0.108586
Maine,2009,96374,128182,903556,4,0.040908,13,537,0.137251,9,0.094668,1,0.010515,5,0.059333,9,0.089356,15,0.152813,12,0.124595
Maryland,2009,452038,616208,3653639,15,0.033011,58,2028,0.128073,34,0.074309,4,0.00803,22,0.055942,32,0.070738,62,0.137167,42,0.092626
Massachusetts,2009,494016,766014,4324616,25,0.051559,77,2907,0.155803,39,0.078806,5,0.009906,32,0.080167,51,0.10272,86,0.173767,51,0.103911
Michigan,2009,822105,1097830,6398696,37,0.044943,110,3756,0.133482,78,0.094851,7,0.008635,43,0.060387,67,0.080901,118,0.142962,98,0.11914
Minnesota,2009,413410,583280,3372460,20,0.048572,54,2128,0.13165,37,0.088896,4,0.009056,20,0.054237,25,0.060923,49,0.118999,46,0.111794
Mississippi,2009,248816,336097,1784646,9,0.037544,31,764,0.123885,25,0.102206,2,0.006103,10,0.041618,13,0.052236,27,0.106542,34,0.135413
Missouri,2009,476436,643637,3819620,22,0.046176,72,2043,0.151595,55,0.116116,4,0.009207,24,0.056103,31,0.064236,58,0.121481,75,0.158457
Montana,2009,73735,110260,633252,5,0.066455,14,387,0.191534,9,0.121636,1,0.01031,5,0.075259,7,0.096084,12,0.168268,12,0.163427
Nebraska,2009,142549,214428,1106278,7,0.046005,19,603,0.136617,13,0.09129,1,0.010159,6,0.045193,9,0.06296,15,0.108084,17,0.121225
Nevada,2009,212438,257198,1680228,11,0.053828,31,992,0.144679,16,0.07387,2,0.010551,11,0.065137,16,0.076103,32,0.150224,21,0.099302
New Hampshire,2009,103281,140176,883622,5,0.052443,18,597,0.176409,11,0.106564,1,0.010756,6,0.074198,12,0.115103,19,0.184494,14,0.136617
New Jersey,2009,695052,873788,5686972,27,0.03921,106,3370,0.1527,53,0.076603,6,0.009274,38,0.060017,50,0.072054,95,0.136084,68,0.09742
New Mexico,2009,161555,228756,1244885,9,0.054549,23,596,0.144924,16,0.101719,2,0.012926,10,0.082723,15,0.0934,29,0.181238,21,0.130645
New York,2009,1509858,2236966,12648267,75,0.049692,253,7371,0.167483,118,0.077906,15,0.009658,76,0.05709,130,0.085781,216,0.1432,151,0.099776
North Carolina,2009,723670,986404,5935653,26,0.036244,89,3072,0.122592,59,0.082153,6,0.008334,36,0.05358,51,0.070991,90,0.123844,80,0.110856
North Dakota,2009,47211,92922,397148,2,0.045539,8,249,0.165768,5,0.102704,0,0.009972,2,0.045227,2,0.044013,5,0.09841,6,0.131025
Ohio,2009,924820,1214036,7442306,43,0.046436,127,4131,0.137778,104,0.112206,9,0.009554,47,0.056801,70,0.076143,121,0.131309,130,0.140078
Oklahoma,2009,292084,419077,2272080,14,0.0476,43,1109,0.147198,32,0.108029,3,0.010462,15,0.055546,21,0.071711,41,0.139207,42,0.14352
Oregon,2009,288096,401242,2525156,15,0.0513,50,1642,0.173055,27,0.095312,4,0.01238,17,0.074868,27,0.094631,56,0.195308,37,0.129083
Pennsylvania,2009,962444,1360835,8272159,40,0.041563,152,4798,0.157845,99,0.10284,8,0.00881,50,0.058092,71,0.074038,131,0.136163,125,0.129423
Rhode Island,2009,79655,129145,684072,4,0.045936,13,442,0.160018,7,0.084572,1,0.010689,5,0.071737,8,0.096273,14,0.170302,9,0.108461
South Carolina,2009,352096,480982,2912325,14,0.038834,43,1415,0.122105,32,0.090169,2,0.006775,17,0.048852,20,0.057415,43,0.120712,41,0.116179
South Dakota,2009,63682,93602,505557,4,0.064395,10,308,0.155241,7,0.102865,1,0.008771,3,0.048353,4,0.055108,7,0.112156,9,0.135859
Tennessee,2009,491069,646257,4079971,18,0.036975,55,1719,0.112832,45,0.092526,4,0.009075,20,0.042573,26,0.053358,54,0.110849,65,0.132793
Texas,2009,2125058,2813275,14745138,97,0.045767,284,7724,0.133537,170,0.079951,24,0.011281,104,0.054812,138,0.064903,263,0.12379,210,0.099051
Utah,2009,254680,379390,1528461,10,0.040029,19,429,0.075767,15,0.058648,3,0.01079,12,0.040253,9,0.03675,24,0.092689,19,0.072845
Vermont,2009,45631,72557,419057,2,0.048488,8,271,0.174392,4,0.093419,1,0.012201,3,0.082052,5,0.106452,8,0.178785,6,0.12523
Virginia,2009,598313,865844,4976551,30,0.050151,81,2710,0.135061,51,0.085973,5,0.00849,30,0.05642,40,0.067425,78,0.131047,65,0.108985
Washington,2009,516464,706882,4324124,22,0.042856,70,2650,0.136077,41,0.079527,5,0.010548,26,0.062072,41,0.080059,79,0.153233,58,0.112445
West Virginia,2009,130503,183731,1227612,6,0.042456,19,503,0.144584,15,0.11848,1,0.009465,7,0.055586,8,0.061417,16,0.123555,23,0.173488
Wisconsin,2009,440921,634912,3641561,20,0.045325,74,2503,0.16777,42,0.094265,4,0.010045,25,0.063619,30,0.0687,61,0.139376,52,0.118546
Wyoming,2009,41288,62918,342522,2,0.058568,7,192,0.166959,6,0.134674,0,0.009923,2,0.065913,3,0.070735,6,0.138304,7,0.174397
Alabama,2010,386718,535455,3052348,14,0.035191,43,1375,0.111804,34,0.087872,3,0.006677,16,0.046016,23,0.058274,43,0.110797,43,0.11005
Alaska,2010,61192,77636,424976,3,0.044337,9,241,0.144376,5,0.088371,1,0.008866,4,0.075084,6,0.10133,11,0.182838,7,0.122531
Arizona,2010,535234,700156,4014024,25,0.045853,69,2128,0.128113,47,0.086891,5,0.010239,30,0.065199,47,0.086906,85,0.15804,56,0.104222
Arkansas,2010,234810,316170,1851278,9,0.037348,29,777,0.123953,22,0.09378,2,0.008564,11,0.050917,13,0.054889,26,0.112758,30,0.127994
California,2010,3195149,4379387,23321879,172,0.053704,447,12372,0.139768,207,0.064748,42,0.013138,197,0.071888,307,0.096231,545,0.170696,245,0.076829
Colorado,2010,395318,548890,3212230,18,0.045294,60,2063,0.152151,35,0.08941,5,0.011871,28,0.091675,42,0.107136,77,0.195562,46,0.117438
Connecticut,2010,293487,364200,2350212,13,0.04384,55,1517,0.188011,24,0.081466,3,0.009611,16,0.067089,26,0.088313,49,0.168309,31,0.10604
Delaware,2010,69567,99853,583371,3,0.038039,10,330,0.140366,6,0.083207,1,0.008543,4,0.072242,6,0.090886,12,0.167218,8,0.110183
District of Columbia,2010,31644,98663,399778,1,0.036024,5,255,0.156435,2,0.061829,0,0.003167,2,0.079708,3,0.109737,6,0.179857,2,0.077904
Florida,2010,1383191,1933760,12708633,55,0.039802,174,6873,0.125885,91,0.06606,12,0.00833,68,0.05471,96,0.069053,190,0.137669,120,0.086616
Georgia,2010,821577,1066108,5997840,31,0.038157,95,2978,0.115505,71,0.086626,5,0.006148,44,0.060986,52,0.062721,102,0.12409,93,0.113371
Hawaii,2010,99395,134011,878476,5,0.047378,15,447,0.149193,7,0.07137,1,0.008201,5,0.071808,9,0.087555,15,0.154233,10,0.097845
Idaho,2010,137928,172570,956472,6,0.042285,16,525,0.117876,12,0.090181,1,0.008391,7,0.055538,10,0.073899,20,0.143891,15,0.110744
Illinois,2010,1069760,1393734,8165781,41,0.03849,141,4756,0.13154,79,0.073528,10,0.00902,54,0.056685,79,0.073455,139,0.129759,103,0.096357
Indiana,2010,540996,726313,4081667,19,0.035911,60,2215,0.111321,46,0.084621,4,0.007764,27,0.051576,32,0.058847,61,0.11253,56,0.104396
Iowa,2010,241547,344598,1944254,10,0.040192,36,1093,0.150953,26,0.106038,2,0.00888,12,0.053362,15,0.062948,32,0.13234,31,0.128889
Kansas,2010,235977,319632,1761207,10,0.041161,30,957,0.125069,21,0.090552,2,0.010001,13,0.062859,15,0.062539,32,0.134376,28,0.11886
Kentucky,2010,340083,456240,2789768,12,0.035037,42,1190,0.123831,40,0.11761,3,0.008733,17,0.056431,20,0.058698,40,0.118357,50,0.145759
Louisiana,2010,368184,525362,2810803,12,0.032528,52,1392,0.141586,34,0.091563,2,0.006597,17,0.046886,21,0.056093,39,0.10686,40,0.108429
Maine,2010,98025,129424,913496,3,0.035337,12,538,0.122354,8,0.085333,1,0.009414,5,0.063783,8,0.086686,15,0.155147,11,0.109683
Maryland,2010,464119,622291,3742499,15,0.032307,60,2210,0.128973,27,0.057869,3,0.00639,25,0.058527,30,0.065494,63,0.136083,36,0.077921
Massachusetts,2010,498579,763633,4320664,24,0.04884,78,2900,0.157172,41,0.083222,5,0.010236,33,0.082057,56,0.111513,91,0.182181,57,0.11427
Michigan,2010,826549,1088897,6365041,33,0.039831,106,3646,0.128118,71,0.086184,7,0.009041,44,0.061711,67,0.081531,118,0.142937,91,0.110471
Minnesota,2010,426996,571065,3419350,18,0.042122,57,2147,0.133285,38,0.088851,3,0.007879,23,0.05804,31,0.072178,58,0.135993,44,0.10399
Mississippi,2010,249977,333665,1819793,9,0.034949,29,762,0.115878,24,0.09457,2,0.006827,11,0.049852,15,0.06141,29,0.117945,32,0.128556
Missouri,2010,478541,653980,3823426,20,0.041381,69,1982,0.143425,54,0.113167,4,0.008873,25,0.06024,34,0.071918,63,0.13153,70,0.145561
Montana,2010,74688,106003,651403,4,0.053021,13,416,0.168826,9,0.117939,1,0.010591,6,0.091926,8,0.101296,15,0.198524,12,0.165308
Nebraska,2010,146828,205186,1143103,5,0.035395,18,633,0.123288,13,0.085488,1,0.00984,7,0.048134,9,0.061898,16,0.111154,16,0.111568
Nevada,2010,219015,279716,1733566,11,0.051748,31,985,0.141153,17,0.075402,2,0.011094,13,0.070641,18,0.082907,36,0.165825,21,0.09445
New Hampshire,2010,104712,137371,883019,5,0.04598,18,577,0.167219,11,0.108815,1,0.010196,7,0.081548,12,0.113879,20,0.189872,15,0.140776
New Jersey,2010,717188,866637,5785457,33,0.046126,124,3499,0.172367,60,0.083451,6,0.008816,41,0.06609,57,0.079447,104,0.144501,77,0.106849
New Mexico,2010,170679,225076,1293249,7,0.042561,21,577,0.123959,15,0.090121,2,0.013751,11,0.087359,16,0.09527,32,0.184922,20,0.116238
New York,2010,1497645,2236959,12651349,62,0.041565,250,7302,0.166807,101,0.067601,12,0.008258,77,0.057246,119,0.07937,207,0.138225,133,0.088726
North Carolina,2010,752637,1007676,6102077,29,0.038988,96,3026,0.127275,65,0.086016,7,0.00883,41,0.060641,60,0.08024,106,0.14138,82,0.108715
North Dakota,2010,49024,89035,423460,2,0.036699,7,260,0.133707,4,0.091402,0,0.0074,2,0.049049,3,0.055367,6,0.117743,6,0.118489
Ohio,2010,938484,1227142,7436917,36,0.038691,125,4135,0.133315,92,0.097547,8,0.008306,48,0.057705,65,0.069457,124,0.132113,118,0.125595
Oklahoma,2010,301684,420490,2336963,11,0.03492,38,1084,0.124491,29,0.095253,3,0.009106,15,0.055016,21,0.069053,39,0.12799,41,0.134874
Oregon,2010,291949,408353,2544311,12,0.040071,41,1654,0.140889,23,0.078033,4,0.012412,16,0.070139,29,0.100674,54,0.184174,30,0.101517
Pennsylvania,2010,977609,1402639,8359212,40,0.040648,134,4835,0.137418,93,0.094929,8,0.007979,49,0.056243,68,0.070043,125,0.128005,119,0.121441
Rhode Island,2010,79365,132016,682132,3,0.04205,12,453,0.149332,7,0.084916,1,0.009914,5,0.078503,9,0.116345,15,0.192078,8,0.105977
South Carolina,2010,356898,510126,2966560,14,0.038361,42,1532,0.116291,34,0.094929,2,0.00671,20,0.05981,23,0.065124,49,0.137173,42,0.117931
South Dakota,2010,64595,90572,509409,3,0.053174,10,294,0.16225,6,0.097263,1,0.008017,3,0.052961,4,0.062288,8,0.119232,9,0.138021
Tennessee,2010,502882,675875,4110667,18,0.03552,54,1777,0.106794,45,0.090373,4,0.00802,23,0.050097,30,0.058871,58,0.11499,64,0.126918
Texas,2010,2243713,2871691,15188973,85,0.037976,268,8078,0.11954,150,0.066743,26,0.011561,108,0.053982,138,0.061431,273,0.121639,198,0.088411
Utah,2010,262463,362693,1532125,10,0.036983,21,433,0.079922,16,0.060879,2,0.009231,12,0.043559,11,0.041664,26,0.099962,18,0.066954
Vermont,2010,46814,72220,420783,2,0.043899,8,266,0.180472,5,0.102242,1,0.012769,3,0.093546,6,0.137695,10,0.215586,6,0.138601
Virginia,2010,620009,874464,5117877,26,0.042514,80,2907,0.129525,41,0.066258,5,0.007891,32,0.059103,43,0.069789,81,0.130844,57,0.092179
Washington,2010,531313,729323,4373484,24,0.044484,72,2660,0.135142,48,0.091012,5,0.010116,30,0.070543,52,0.097657,92,0.173856,59,0.111338
West Virginia,2010,131816,188497,1252067,5,0.03606,19,499,0.142376,16,0.118223,1,0.010672,7,0.062838,9,0.070736,18,0.13448,22,0.16671
Wisconsin,2010,455693,617748,3678180,17,0.037208,61,2491,0.133948,38,0.083407,4,0.008804,22,0.050872,32,0.070246,58,0.126267,46,0.101384
Wyoming,2010,42751,62674,358902,2,0.040973,6,191,0.147735,5,0.111032,0,0.008336,2,0.057743,3,0.060772,6,0.13981,6,0.141504
Alabama,2011,385060,536921,3073532,13,0.032715,44,1400,0.113569,32,0.082184,3,0.006692,18,0.049418,22,0.056178,42,0.108574,41,0.107653
Alaska,2011,60614,80497,432040,2,0.03807,8,256,0.133937,5,0.075695,1,0.008824,3,0.066957,6,0.100066,10,0.170315,6,0.103003
Arizona,2011,537268,709377,4077362,20,0.038128,70,2232,0.130667,35,0.06438,5,0.009982,28,0.064543,45,0.083663,77,0.144127,43,0.079307
Arkansas,2011,235330,317333,1864363,7,0.031712,29,786,0.122475,20,0.087091,2,0.007373,11,0.051741,14,0.060093,29,0.122293,27,0.116756
California,2011,3156459,4427350,23658234,133,0.042105,413,12529,0.130775,171,0.054277,34,0.010839,183,0.068288,279,0.088284,509,0.161372,207,0.065641
Colorado,2011,397449,556502,3270160,15,0.038081,53,2067,0.134001,31,0.078705,4,0.010894,24,0.074917,42,0.104707,70,0.17639,42,0.10626
Connecticut,2011,290956,369988,2363818,11,0.039093,51,1561,0.176348,18,0.063395,2,0.008483,16,0.066258,25,0.087186,47,0.161897,25,0.084427
Delaware,2011,69055,101269,590737,2,0.0332169999999999,10,326,0.138716,5,0.076806,1,0.00744,4,0.073237,7,0.095798,12,0.167032,7,0.100736
District of Columbia,2011,31373,96533,411604,1,0.031812,5,268,0.147899,1,0.047304,0,0.003355,2,0.083679,3,0.093503,5,0.17234,2,0.061058
Florida,2011,1381693,1959129,12916437,42,0.030753,172,7100,0.124469,77,0.055543,9,0.006551,69,0.056374,97,0.070285,179,0.129879,100,0.072414
Georgia,2011,824731,1085263,6074730,25,0.029783,90,3068,0.108669,67,0.081188,5,0.006383,42,0.056296,59,0.072017,103,0.125181,85,0.102713
Hawaii,2011,97800,138119,887821,4,0.0437,12,480,0.124398,6,0.062527,1,0.00743,5,0.071013,9,0.096872,16,0.166047,8,0.08568
Idaho,2011,139014,173198,969335,5,0.035739,16,529,0.113132,11,0.078381,1,0.00692,7,0.053987,9,0.062064,18,0.129671,13,0.092477
Illinois,2011,1057464,1393927,8215103,37,0.035035,139,4877,0.13139,69,0.065371,8,0.007413,53,0.056975,73,0.069398,134,0.127126,90,0.084638
Indiana,2011,540292,729904,4108332,19,0.035822,61,2240,0.112758,46,0.085968,4,0.007619,27,0.054914,34,0.062483,64,0.119258,59,0.109324
Iowa,2011,241228,346249,1956812,8,0.034127,35,1169,0.145892,21,0.08769,2,0.006384,13,0.055788,16,0.066547,30,0.125205,25,0.105676
Kansas,2011,236049,321178,1772671,8,0.035806,28,962,0.116912,18,0.0772,2,0.007413,12,0.050761,13,0.054686,27,0.116185,25,0.104637
Kentucky,2011,339685,459703,2803041,11,0.033091,37,1308,0.108785,39,0.116043,3,0.007773,17,0.054288,21,0.060605,40,0.117438,49,0.144989
Louisiana,2011,367339,524049,2841017,12,0.031811,49,1493,0.133268,30,0.080444,2,0.006317,15,0.043358,18,0.050068,39,0.106734,37,0.09963
Maine,2011,96430,129601,918180,3,0.033204,12,525,0.124431,8,0.08412,1,0.007856,5,0.067226,9,0.089427,15,0.155685,10,0.100917
Maryland,2011,459636,628350,3789736,15,0.032002,67,2356,0.146656,26,0.056946,3,0.005697,25,0.060969,35,0.075391,64,0.139811,35,0.07533
Massachusetts,2011,494412,768767,4368462,20,0.040584,77,2969,0.155889,36,0.073776,5,0.009327,31,0.076635,52,0.105807,88,0.178117,54,0.109233
Michigan,2011,814217,1098296,6392662,31,0.037845,109,3670,0.133547,66,0.081419,6,0.007859,45,0.064592,72,0.088938,122,0.149998,88,0.107721
Minnesota,2011,424745,570686,3457060,16,0.037852,56,2185,0.131036,38,0.088747,3,0.006263,22,0.056205,31,0.072741,58,0.136442,45,0.105591
Mississippi,2011,248417,335677,1830270,8,0.031438,32,780,0.130056,22,0.08883,2,0.007122,11,0.04709,16,0.063181,28,0.111095,32,0.128571
Missouri,2011,475157,654561,3846810,17,0.035962,61,2075,0.128307,45,0.09373,3,0.007064,25,0.059242,35,0.072789,63,0.133153,58,0.122839
Montana,2011,74042,107193,657558,4,0.048862,11,419,0.154857,8,0.110461,1,0.011141,5,0.083974,7,0.095551,14,0.188608,11,0.154722
Nebraska,2011,147027,205521,1153600,6,0.038852,17,661,0.11452,11,0.076218,1,0.007936,7,0.052071,10,0.065293,18,0.122016,14,0.098398
Nevada,2011,219786,282581,1757473,9,0.040466,30,996,0.136058,15,0.070044,2,0.00916,13,0.070525,19,0.087663,37,0.16901,20,0.091046
New Hampshire,2011,102838,138951,888797,4,0.040906,15,594,0.143863,9,0.086869,1,0.008445,7,0.0787,10,0.096056,18,0.178524,11,0.10926
New Jersey,2011,710612,876279,5826415,28,0.039519,124,3499,0.17472,48,0.06735,5,0.007323,39,0.059936,49,0.068503,94,0.132091,62,0.087146
New Mexico,2011,169342,226502,1303353,8,0.045102,21,649,0.126877,14,0.085447,2,0.012706,11,0.089347,17,0.098174,33,0.192191,19,0.113115
New York,2011,1474700,2242476,12760358,53,0.036089,244,7438,0.165572,85,0.057577,11,0.007465,74,0.056847,116,0.078636,204,0.138592,117,0.079541
North Carolina,2011,757390,1024771,6176978,24,0.031914,95,3071,0.124789,56,0.073541,6,0.008432,39,0.05555,58,0.076909,104,0.137254,71,0.093369
North Dakota,2011,48873,91747,430829,2,0.037233,6,266,0.127788,4,0.089213,0,0.006941,2,0.045192,3,0.060163,6,0.112622,6,0.113005
Ohio,2011,929629,1230773,7466946,31,0.03292,127,4143,0.136167,80,0.086226,6,0.005956,52,0.063093,70,0.075317,131,0.141038,108,0.115669
Oklahoma,2011,304074,423379,2358834,11,0.035084,32,1156,0.106771,26,0.083897,2,0.007108,15,0.056329,19,0.063675,38,0.123428,38,0.123346
Oregon,2011,291972,409608,2575672,10,0.034791,36,1646,0.125001,20,0.068439,3,0.010511,15,0.065338,29,0.098649,49,0.167408,26,0.089134
Pennsylvania,2011,964004,1405623,8405726,38,0.039322,130,4944,0.134496,85,0.088285,6,0.006109,46,0.054267,66,0.068702,124,0.129042,110,0.113969
Rhode Island,2011,77839,132549,684237,3,0.038733,12,457,0.157417,6,0.077173,1,0.007986,5,0.086093,10,0.124411,16,0.201078,8,0.099749
South Carolina,2011,357301,513846,3005444,13,0.035926,44,1596,0.121751,34,0.093985,2,0.00622,20,0.063509,26,0.072413,49,0.138219,44,0.121793
South Dakota,2011,64463,91190,516437,3,0.043136,9,314,0.141293,6,0.093028,0,0.006622,3,0.050978,4,0.06444,8,0.116605,8,0.124024
Tennessee,2011,504106,683640,4150263,17,0.032816,51,1699,0.101693,44,0.087009,4,0.007634,25,0.052341,30,0.059182,56,0.111344,58,0.114729
Texas,2011,2265694,2919940,15484139,80,0.035108,270,8040,0.119092,135,0.059601,25,0.011205,108,0.052623,143,0.063221,279,0.123321,183,0.080895
Utah,2011,268417,363323,1563689,7,0.02704,20,509,0.075034,15,0.056351,2,0.007427,11,0.03675,14,0.051232,27,0.099343,17,0.062388
Vermont,2011,45855,72804,422511,2,0.041699,8,257,0.172473,4,0.094612,0,0.010055,3,0.094341,6,0.133563,10,0.214979,6,0.13453
Virginia,2011,618558,885563,5187508,19,0.030946,75,3052,0.121479,39,0.06269,4,0.006352,33,0.063886,41,0.066097,85,0.137305,54,0.086848
Washington,2011,528978,735790,4437371,22,0.040988,68,2647,0.129225,41,0.077283,4,0.007846,29,0.066267,50,0.094486,87,0.164904,50,0.094034
West Virginia,2011,131265,189182,1253581,5,0.035407,18,467,0.134529,15,0.111845,1,0.010074,8,0.067487,9,0.06634,17,0.131256,20,0.15166
Wisconsin,2011,451821,617016,3706797,16,0.034873,67,2418,0.148316,37,0.081674,3,0.006471,22,0.051987,35,0.077821,56,0.124444,44,0.096307
Wyoming,2011,42890,63165,364101,2,0.043706,6,205,0.141133,4,0.099508,0,0.007951,2,0.054178,3,0.059995,6,0.132123,6,0.134391
Alabama,2012,383469,536933,3094837,13,0.03481,43,1435,0.112061,24,0.062492,2,0.004637,18,0.047793,18,0.048132,40,0.10361,34,0.08827
Alaska,2012,60264,82442,434523,2,0.026819,6,253,0.104716,4,0.06439,0,0.006545,3,0.060099,5,0.087288,9,0.156129,6,0.101292
